Sila;Przemieszczenie
-24.71924;1.71
-54.40076;0.510125
-82.30686;-0.690125
-109.9428;-1.889875
-138.4489;-3.09
-167.3667;-4.29
-162.6245;-5.062875
-71.95473;-3.852625
-11.39402;-2.652625
35.30343;-1.4635
85.37372;-0.263375
139.7006;0.9366251
198.1497;2.136625
260.8403;3.3365
323.7033;4.500375
330.3146;4.620125
336.3522;4.74025
342.9548;4.86025
348.9184;4.980375
115.2102;4.52275
26.46685;3.322
-14.13345;2.12175
-45.24231;0.9218751
-72.52931;-0.277875
-100.0921;-1.478125
-127.9704;-2.67825
-156.6617;-3.878125
-186.2566;-5.078125
-94.91364;-4.266375
-31.54119;-3.073875
21.69609;-1.873875
68.67171;-0.673875
89.71135;0.251375
78.11069;0.251375
74.54634;0.251375
72.54203;0.251375
71.12582;0.251375
70.02512;0.251375
69.06191;0.251375
68.20837;0.251375
67.44226;0.251375
66.84621;0.251375
66.44408;0.251375
66.11347;0.251375
65.85201;0.251375
65.49915;0.251375
65.12165;0.251375
64.71634;0.251375
64.3905;0.251375
64.15446;0.251375
63.96294;0.251375
63.84373;0.251375
63.72849;0.251375
63.55127;0.251375
63.25404;0.251375
62.99257;0.251375
62.79071;0.251375
102.3761;0.376875
170.6441;1.583625
231.3765;2.783625
296.5284;3.9835
326.3307;4.56
333.0135;4.68
339.4365;4.800125
346.4429;4.920125
202.9928;4.866625
46.38433;3.662
-3.004074;2.461875
-37.45477;1.262125
-65.95374;0.061875
-93.05954;-1.138125
-120.8909;-2.33825
-149.459;-3.537875
-178.7957;-4.738
-119.0909;-4.609375
-49.15873;-3.4025
6.839434;-2.218375
54.06857;-1.014375
104.7317;0.186
161.6295;1.386
221.959;2.585875
286.5195;3.78575
327.5021;4.544875
334.4258;4.665
341.7126;4.785
348.7674;4.904875
345.8031;5.18025
70.21666;4.0725
8.800824;2.872375
-28.57765;1.672375
-56.7015;0.472375
-83.23272;-0.7277501
-110.6016;-1.92775
-139.1133;-3.127625
-168.6875;-4.327625
-157.69;-5.02375
-70.20553;-3.814125
-9.686152;-2.614
37.55013;-1.424875
88.16084;-0.224875
85.1647;0.281625
78.54462;0.281625
75.46187;0.281625
73.47107;0.281625
72.02069;0.281625
70.90092;0.281625
70.16023;0.281625
69.59518;0.281625
69.06986;0.281625
68.64706;0.281625
68.11063;0.281625
67.58292;0.281625
67.10927;0.281625
66.68488;0.281625
66.49335;0.281625
66.36461;0.281625
66.16751;0.281625
65.94976;0.281625
65.69942;0.281625
65.41331;0.281625
65.13277;0.281625
64.90945;0.281625
64.69885;0.281625
64.64481;0.281625
64.55501;0.281625
134.1176;0.8577501
196.4426;2.0585
259.3446;3.258375
325.0798;4.4585
332.768;4.605625
339.4922;4.725625
346.3356;4.84575
353.1241;4.96575
113.8949;4.45925
23.53509;3.258625
-17.37038;2.058375
-47.87286;0.8585001
-75.46266;-0.34175
-102.9142;-1.541625
-130.7797;-2.741625
-159.9479;-3.9415
-188.7767;-5.125125
-91.63618;-4.16
-27.05494;-2.957625
27.03985;-1.769625
73.23981;-0.569375
126.5295;0.63075
185.9363;1.83075
247.9394;3.030625
314.1053;4.230625
334.1794;4.590625
340.6088;4.71075
347.5301;4.83075
354.4943;4.950875
173.8048;4.86975
41.39026;3.666625
-6.678899;2.4665
-39.34224;1.26675
-66.91217;0.06662501
-93.54829;-1.1335
-120.8711;-2.3335
-149.339;-3.53325
-179.4132;-4.733375
-124.0142;-4.690125
-52.09764;-3.482875
4.220804;-2.299875
52.22161;-1.094625
103.3934;0.105375
80.22944;0.21175
75.6669;0.21175
73.28987;0.21175
71.62094;0.21175
70.43918;0.21175
69.40206;0.21175
68.46587;0.21175
67.73551;0.21175
67.1657;0.21175
66.70793;0.21175
66.35904;0.21175
66.05704;0.21175
65.7328;0.21175
65.35292;0.21175
64.94999;0.21175
64.6019;0.21175
64.31342;0.21175
64.13857;0.21175
64.02572;0.21175
63.92161;0.21175
63.7722;0.21175
63.54888;0.21175
63.2294;0.21175
63.00211;0.21175
62.78356;0.21175
151.5118;1.160375
213.3568;2.360625
277.5097;3.5605
331.0204;4.51725
337.1509;4.63725
344.4235;4.757375
351.1365;4.877375
358.1349;4.997375
79.45299;4.138
11.30025;2.937625
-27.38555;1.73775
-56.81197;0.537625
-83.10715;-0.662375
-110.4323;-1.862375
-138.3638;-3.062375
-168.1797;-4.262375
-167.16;-5.076375
-74.3699;-3.86575
-13.67013;-2.666
34.52301;-1.47725
86.03493;-0.277125
141.7398;0.923
202.0613;2.123125
266.6283;3.322875
331.5385;4.501625
338.285;4.6215
345.3954;4.741625
352.3223;4.861625
358.9177;4.9815
99.44518;4.3575
16.73301;3.157
-22.45506;1.95675
-52.19142;0.757
-78.0948;-0.443
-105.0917;-1.642875
-132.819;-2.843125
-162.3885;-4.043
-188.6845;-5.184875
-88.38256;-4.13175
-24.84798;-2.9295
28.51884;-1.741375
76.59356;-0.540625
87.73645;0.2055
79.20583;0.2055
75.87195;0.2055
73.74445;0.2055
72.12877;0.2055
70.96132;0.2055
70.014;0.2055
69.33768;0.2055
68.87357;0.2055
68.43646;0.2055
68.05022;0.2055
67.58452;0.2055
67.12755;0.2055
66.63958;0.2055
66.23904;0.2055
65.92671;0.2055
65.82339;0.2055
65.65889;0.2055
65.59372;0.2055
65.34418;0.2055
65.0986;0.2055
64.8284;0.2055
64.54468;0.2055
64.32533;0.2055
64.1942;0.2055
120.5937;0.5425
182.7574;1.74475
247.9466;2.944875
313.1922;4.14475
337.8209;4.5775
345.0449;4.6975
351.1683;4.817375
358.0689;4.937375
164.7997;4.731
35.61099;3.528125
-10.89811;2.328
-44.01922;1.128
-70.93111;-0.07187501
-97.86685;-1.271875
-125.161;-2.472125
-153.9977;-3.67175
-183.688;-4.872
-110.3203;-4.458
-41.57066;-3.253375
14.76685;-2.06425
62.8082;-0.864125
115.5543;0.335875
173.0339;1.535875
237.2265;2.735875
303.4369;3.935875
338.0362;4.562625
345.5146;4.68275
352.6473;4.80275
360.0041;4.92275
305.38;5.13125
58.32751;3.937875
2.481937;2.73775
-34.51665;1.53775
-61.8879;0.33775
-87.89619;-0.862375
-115.0576;-2.062125
-143.2339;-3.26225
-173.5083;-4.46225
-143.2522;-4.869625
-63.82386;-3.67225
-4.244646;-2.471625
44.71064;-1.27175
97.56724;-0.0715
85.9054;0.261375
80.27395;0.261375
77.40418;0.261375
75.55962;0.261375
74.15613;0.261375
73.15715;0.261375
72.38706;0.261375
71.78227;0.261375
71.28716;0.261375
70.83098;0.261375
70.23255;0.261375
69.79863;0.261375
69.38378;0.261375
69.03569;0.261375
68.72972;0.261375
68.51832;0.261375
68.35143;0.261375
68.09791;0.261375
67.91592;0.261375
67.61313;0.261375
67.32623;0.261375
67.09019;0.261375
66.88515;0.261375
66.8033;0.261375
66.73892;0.261375
144.9108;0.99975
208.8277;2.20025
274.9562;3.400125
336.3999;4.500875
343.5644;4.620875
350.4133;4.741
356.9945;4.861
363.7743;4.980875
100.5022;4.363
15.98597;3.1625
-23.69642;1.962375
-53.81346;0.7625
-80.12851;-0.4375
-106.7638;-1.6375
-134.8639;-2.837625
-163.9056;-4.0375
-190.0188;-5.18075
-90.6841;-4.131375
-26.30393;-2.930125
27.75431;-1.7415
76.76443;-0.540875
132.2349;0.659
190.8739;1.859125
256.9644;3.059125
324.715;4.259
343.8608;4.591625
350.1233;4.71175
357.6287;4.8315
365.0323;4.95175
166.3041;4.7955
35.69762;3.592875
-11.43138;2.392875
-43.91114;1.192875
-70.51706;-0.007125
-96.70178;-1.20725
-124.104;-2.40725
-152.959;-3.607125
-182.6819;-4.80725
-117.5213;-4.566875
-47.36821;-3.36125
9.934902;-2.176625
58.55322;-0.973125
111.6069;0.227
87.90493;0.328
83.06424;0.328
80.56641;0.328
78.87125;0.328
77.76658;0.328
76.82403;0.328
76.03883;0.328
75.29656;0.328
74.59879;0.328
74.02023;0.328
73.58472;0.328
73.16987;0.328
72.94814;0.328
72.6978;0.328
72.45222;0.328
72.1105;0.328
71.81326;0.328
71.44451;0.328
71.1441;0.328
70.95655;0.328
70.81429;0.328
70.70065;0.328
70.63707;0.328
70.50037;0.328
70.37163;0.328
162.9686;1.3155
227.9989;2.5155
295.8036;3.7155
341.1078;4.532125
347.5722;4.65225
355.4169;4.77225
362.6291;4.89225
365.0634;5.10275
65.46497;3.9875
4.088879;2.7875
-34.0573;1.587375
-62.66991;0.3875
-89.0851;-0.81275
-115.6902;-2.0125
-144.4356;-3.212625
-173.7905;-4.412625
-149.2262;-4.916875
-66.69919;-3.706875
-6.142457;-2.507125
41.96803;-1.31875
95.33247;-0.118375
154.1138;1.0815
215.9659;2.281625
283.9366;3.481375
344.2279;4.516125
351.0626;4.636125
358.0133;4.756125
364.6096;4.876125
371.7486;4.996125
98.23481;4.391625
15.13561;3.19125
-24.16452;1.991125
-53.59093;0.791375
-79.58253;-0.408875
-105.7823;-1.60875
-133.9213;-2.808875
-163.5838;-4.00875
-189.3115;-5.156875
-89.20351;-4.121625
-25.98921;-2.923875
25.97809;-1.72375
77.82459;-0.523875
90.45203;0.23225
81.49306;0.23225
78.07255;0.23225
76.0293;0.23225
74.62502;0.23225
73.57279;0.23225
72.7272;0.23225
71.9595;0.23225
71.29828;0.23225
70.63548;0.23225
70.12367;0.23225
69.72392;0.23225
69.37981;0.23225
69.14854;0.23225
68.85131;0.23225
68.63673;0.23225
68.3252;0.23225
67.94611;0.23225
67.60677;0.23225
67.39378;0.23225
67.26503;0.23225
67.18159;0.23225
67.06317;0.23225
66.92966;0.23225
66.76595;0.23225
121.336;0.53025
186.5689;1.733375
253.8649;2.933375
321.5273;4.13325
347.7907;4.577125
354.7597;4.697125
361.592;4.817125
368.9687;4.937125
176.777;4.78675
36.33738;3.583625
-11.80331;2.38375
-44.78216;1.183875
-72.01274;-0.016375
-97.48856;-1.216375
-125.1539;-2.416375
-154.2886;-3.61625
-183.8493;-4.816375
-118.8604;-4.5835
-47.69723;-3.3775
8.87235;-2.188375
57.6218;-0.98825
112.1378;0.211875
171.9427;1.41175
235.7761;2.61175
305.9236;3.811625
348.0705;4.545875
355.258;4.665875
362.0934;4.785875
369.2929;4.905875
373.3595;5.213
72.06996;4.140375
7.500648;2.940375
-31.96081;1.740375
-59.85737;0.54025
-85.38802;-0.6596251
-111.6792;-1.85975
-140.3228;-3.0595
-169.6372;-4.25975
-175.8599;-5.139625
-77.3255;-3.93275
-16.02252;-2.733
34.33387;-1.543625
87.61406;-0.3435
93.68817;0.314
85.7393;0.314
82.37283;0.314
80.45912;0.314
79.0445;0.314
78.04314;0.314
77.24126;0.314
76.48786;0.314
75.91883;0.314
75.26875;0.314
74.72515;0.314
74.29997;0.314
73.87717;0.314
73.59823;0.314
73.3614;0.314
73.12775;0.314
72.87344;0.314
72.60958;0.314
72.29805;0.314
71.97857;0.314
71.72982;0.314
71.54783;0.314
71.40716;0.314
71.38411;0.314
71.26331;0.314
134.7884;0.742
200.611;1.9435
267.8482;3.143375
337.8097;4.343375
353.6606;4.598625
361.0659;4.718625
368.0007;4.83875
374.9387;4.95875
112.1306;4.417
17.84881;3.21625
-23.30303;2.016125
-54.09479;0.816125
-80.20719;-0.383875
-106.5477;-1.583875
-134.3822;-2.784
-163.7181;-3.98375
-191.1314;-5.15675
-92.91728;-4.1805
-27.99749;-2.976125
26.27532;-1.776125
76.64839;-0.576125
134.4641;0.623875
195.423;1.824
262.2382;3.023875
332.094;4.22375
354.4458;4.589625
361.7136;4.709875
368.8725;4.82975
375.6952;4.94975
174.1393;4.81925
35.78901;3.616
-11.93126;2.415875
-45.05317;1.216125
-71.39365;0.016
-97.11584;-1.184375
-124.2097;-2.384125
-153.4351;-3.584125
-182.6278;-4.784125
-118.6275;-4.569
-47.78941;-3.363375
10.00961;-2.1755
59.9432;-0.9751251
110.7359;0.20075
85.05026;0.218625
80.68403;0.218625
78.2617;0.218625
76.70164;0.218625
75.62955;0.218625
74.77125;0.218625
73.99638;0.218625
73.27557;0.218625
72.60561;0.218625
72.00241;0.218625
71.45087;0.218625
71.09165;0.218625
70.81667;0.218625
70.53137;0.218625
70.29057;0.218625
70.06963;0.218625
69.84155;0.218625
69.51491;0.218625
69.20496;0.218625
68.98562;0.218625
68.69793;0.218625
68.49527;0.218625
68.47779;0.218625
68.34984;0.218625
68.27673;0.218625
168.1026;1.307875
235.1443;2.50775
303.4862;3.70775
352.54;4.530625
359.4756;4.65075
366.0758;4.770875
372.2986;4.890875
378.3091;5.1075
65.44351;3.999625
2.146562;2.7995
-36.10929;1.599375
-64.1497;0.3995
-89.86076;-0.8005
-116.2076;-2.0005
-145.119;-3.200625
-174.8403;-4.4005
-159.417;-5.038625
-72.58892;-3.82925
-10.97282;-2.629
38.27254;-1.441
92.85371;-0.24075
152.7619;0.959375
216.3649;2.159375
283.8937;3.359125
353.8831;4.502
360.8434;4.622
367.7702;4.742125
374.5723;4.862
381.1137;4.982
119.644;4.5525
19.8245;3.35175
-21.84311;2.151625
-52.01101;0.951625
-77.82936;-0.2485
-103.3743;-1.448375
-131.1994;-2.648375
-160.6663;-3.848375
-189.7144;-5.048375
-105.1505;-4.383875
-37.81716;-3.1805
18.17306;-1.993375
68.09791;-0.7915
114.1461;0.327375
91.10609;0.3275
86.80423;0.3275
84.42243;0.3275
82.80913;0.3275
81.68459;0.3275
80.72932;0.3275
79.89804;0.3275
79.18835;0.3275
78.5621;0.3275
77.97718;0.3275
77.49399;0.3275
77.09821;0.3275
76.7533;0.3275
76.50932;0.3275
76.26375;0.3275
76.01579;0.3275
75.73207;0.3275
75.4722;0.3275
75.20596;0.3275
74.88171;0.3275
74.6576;0.3275
74.50422;0.3275
74.37388;0.3275
74.29282;0.3275
74.22685;0.328
176.8478;1.450625
245.026;2.650625
314.6505;3.850625
356.6877;4.54575
364.0914;4.66575
370.8061;4.785625
377.7107;4.905625
342.7879;5.10925
57.62815;3.923
-1.814365;2.72275
-38.46963;1.522875
-66.34871;0.323
-91.83646;-0.87725
-118.1428;-2.07725
-147.2203;-3.27725
-176.7238;-4.477125
-146.1426;-4.8865
-65.20271;-3.6775
-4.842281;-2.484625
45.30748;-1.289375
100.1318;-0.089375
161.1988;1.11075
225.9612;2.31075
294.9468;3.510625
356.915;4.515875
363.601;4.636
370.2649;4.756
377.5636;4.876
385.0325;4.996
96.70973;4.362375
13.42456;3.162
-26.84514;1.961875
-56.34149;0.762
-82.04301;-0.438125
-107.5204;-1.638125
-135.7738;-2.83825
-165.4935;-4.038
-190.5759;-5.171125
-89.52697;-4.11075
-24.78123;-2.9095
23.65907;-1.721375
80.0546;-0.521
93.69055;0.218625
84.79436;0.218625
81.38975;0.218625
79.31312;0.218625
77.97479;0.218625
76.94721;0.218625
76.06348;0.218625
75.31643;0.218625
74.6576;0.218625
74.03453;0.218625
73.50603;0.218625
73.02602;0.218625
72.63025;0.218625
72.36004;0.218625
72.10413;0.218625
71.90863;0.218625
71.65909;0.218625
71.44769;0.218625
71.1592;0.218625
70.86833;0.218625
70.55203;0.218625
70.35574;0.218625
70.13321;0.218625
70.04817;0.218625
69.99334;0.218625
128.7524;0.561875
195.0232;1.76475
262.8096;2.964625
333.8369;4.1645
359.0417;4.575625
366.114;4.695625
372.9677;4.815625
380.3984;4.935625
176.8645;4.755125
32.77063;3.5525
-15.01083;2.352375
-47.70835;1.152375
-74.59561;-0.047625
-100.0945;-1.247625
-127.2893;-2.447625
-156.9359;-3.647625
-186.2566;-4.847625
-119.8022;-4.584125
-48.42281;-3.379
9.044011;-2.193375
58.65574;-0.9900001
115.8404;0.21025
177.2642;1.410125
242.6751;2.61025
312.8918;3.81
358.483;4.54725
365.5068;4.667125
372.8358;4.78725
380.1219;4.907125
381.7232;5.20125
67.48994;4.108625
3.510316;2.908625
-34.73043;1.7085
-62.60554;0.5085
-88.1505;-0.6915
-113.5572;-1.8915
-142.3367;-3.0915
-172.2399;-4.2915
-175.5039;-5.140125
-78.26408;-3.93125
-15.5139;-2.7315
34.51188;-1.54225
88.85146;-0.342125
97.61572;0.3295
89.55876;0.3295
86.2813;0.3295
84.28812;0.3295
82.92278;0.3295
81.85545;0.3295
80.96774;0.3295
80.14679;0.3295
79.47524;0.3295
78.82516;0.3295
78.30858;0.3295
77.87704;0.3295
77.63942;0.3295
77.35411;0.3295
77.10457;0.3295
76.81052;0.3295
76.46561;0.3295
76.03645;0.3295
75.73446;0.3295
75.47617;0.3295
75.30292;0.3295
75.23299;0.3295
75.15033;0.3295
75.07562;0.3295
74.92463;0.3295
136.6377;0.715125
204.5862;1.917125
273.2158;3.117125
345.033;4.317
361.8256;4.58975
368.5864;4.70975
375.7469;4.82975
383.056;4.949875
139.7467;4.596375
23.36184;3.395125
-20.8354;2.194875
-52.41394;0.9950001
-78.33878;-0.205
-104.119;-1.405
-131.5562;-2.605125
-160.9913;-3.805
-190.0546;-5.005
-109.1353;-4.431
-40.24903;-3.227125
16.24107;-2.0395
64.73144;-0.8387501
123.3721;0.36125
186.8725;1.561375
253.2617;2.76125
324.1555;3.96125
361.1159;4.56125
368.2502;4.68125
375.0475;4.80125
382.2025;4.92125
332.4397;5.144
54.58832;3.950625
-3.371239;2.75075
-39.52424;1.550625
-66.36778;0.350625
-91.61234;-0.8495001
-117.2082;-2.049375
-146.4526;-3.2495
-176.3471;-4.449375
-154.6955;-4.991375
-69.97267;-3.782375
-10.41969;-2.6005
40.19181;-1.39375
95.30147;-0.193625
92.05023;0.266
85.67731;0.266
82.59773;0.266
80.60773;0.266
79.08026;0.266
77.95255;0.266
77.00761;0.266
76.33607;0.266
75.89896;0.266
75.43802;0.266
75.01046;0.266
74.51295;0.266
74.12592;0.266
73.6769;0.266
73.23344;0.266
72.9545;0.266
72.79475;0.266
72.58097;0.266
72.44428;0.266
72.35209;0.266
72.16454;0.266
71.83393;0.266
71.55737;0.266
71.35709;0.266
71.04476;0.266
145.7421;0.8626251
214.2549;2.0635
284.1242;3.263125
355.1563;4.463375
364.0803;4.608125
372.026;4.72825
379.2866;4.848125
386.3684;4.968125
111.7857;4.43075
14.56181;3.230125
-26.0814;2.03025
-56.50679;0.830125
-82.93629;-0.369875
-107.6325;-1.569875
-135.928;-2.769875
-165.147;-3.96975
-192.6343;-5.1445
-94.3176;-4.158125
-28.28518;-2.9555
23.70278;-1.7675
77.28895;-0.567125
137.3736;0.633
202.5922;1.832875
271.67;3.03275
343.674;4.23275
366.6154;4.58975
373.319;4.70975
380.8371;4.82975
387.6805;4.949875
182.7423;4.842125
33.37145;3.639
-14.45055;2.439
-47.2792;1.238875
-73.35822;0.039
-98.51218;-1.161
-125.0418;-2.361125
-154.3307;-3.561
-183.9177;-4.76125
-121.1866;-4.57175
-48.54282;-3.366
8.609295;-2.182625
58.88939;-0.9775
115.6807;0.221375
90.10236;0.288
85.50882;0.288
83.0388;0.288
81.3063;0.288
79.92347;0.288
78.82834;0.288
77.98433;0.288
77.31596;0.288
76.77476;0.288
76.34163;0.288
75.89022;0.288
75.59776;0.288
75.17417;0.288
74.7927;0.288
74.4621;0.288
74.05917;0.288
73.83109;0.288
73.64273;0.288
73.43769;0.288
73.33279;0.288
73.1651;0.288
72.91317;0.288
72.72879;0.288
72.49276;0.288
72.24639;0.288
170.9382;1.294125
240.5739;2.494125
311.1696;3.694125
362.7896;4.531125
369.8619;4.651125
377.0781;4.77125
384.2791;4.89125
387.2148;5.103625
61.61849;3.99125
-0.9457271;2.791125
-38.47758;1.591125
-66.55693;0.391125
-92.38084;-0.809
-118.3836;-2.009
-147.1957;-3.209
-176.4719;-4.408875
-160.7442;-5.04075
-72.879;-3.83075
-11.38369;-2.64275
38.7613;-1.442125
93.49107;-0.242
155.0746;0.9580001
221.1897;2.158
293.1062;3.357875
362.8222;4.500875
370.5931;4.620875
377.9403;4.741
385.2423;4.861
391.8123;4.980875
117.9997;4.544375
17.30442;3.343625
-24.06279;2.143625
-54.70037;0.943625
-79.70572;-0.2565
-105.0385;-1.456375
-132.6696;-2.65625
-161.5326;-3.856375
-190.9097;-5.056375
-106.051;-4.38725
-38.24711;-3.194
19.17362;-1.993875
67.71326;-0.794
102.702;0.232
87.26597;0.232
83.28835;0.232
81.00033;0.232
79.35603;0.232
78.10751;0.232
77.04576;0.232
76.24944;0.232
75.58902;0.232
75.07166;0.232
74.718;0.232
74.3564;0.232
73.97095;0.232
73.63161;0.232
73.19927;0.232
72.82336;0.232
72.45302;0.232
72.17566;0.232
71.98254;0.232
71.83234;0.232
71.76002;0.232
71.62968;0.232
71.41113;0.232
71.22437;0.232
70.97086;0.232
101.3827;0.297625
182.96;1.493125
253.8776;2.693125
326.1638;3.893125
367.7495;4.55225
375.4973;4.67225
382.4687;4.792375
389.6189;4.91225
248.9225;4.950875
42.07929;3.744375
-10.65254;2.5445
-45.28602;1.3445
-72.25355;0.1445
-97.57598;-1.055625
-124.1533;-2.255625
-152.8215;-3.455625
-182.395;-4.6555
-133.6575;-4.74075
-57.44139;-3.544875
2.637704;-2.344625
52.01578;-1.14475
109.1027;0.0555
172.0405;1.255375
239.7982;2.45525
312.5334;3.655375
368.2176;4.531375
375.4727;4.6515
383.06;4.7715
390.2006;4.8915
404.915;5.144625
83.27722;4.292625
11.42343;3.09225
-31.41642;1.89225
-60.06797;0.69225
-85.47227;-0.507875
-111.0403;-1.70775
-139.1538;-2.907875
-168.546;-4.107625
-191.1434;-5.195625
-88.12189;-4.0835
-23.7004;-2.882625
28.12544;-1.694375
83.81287;-0.494125
93.41796;0.197875
84.94456;0.197875
81.50975;0.197875
79.37511;0.197875
77.83572;0.197875
76.8129;0.197875
76.05235;0.197875
75.40147;0.197875
74.78952;0.197875
74.18712;0.197875
73.62445;0.197875
73.09993;0.197875
72.67714;0.197875
72.36719;0.197875
72.08189;0.197875
71.93803;0.197875
71.71631;0.197875
71.54862;0.197875
71.28795;0.197875
70.98357;0.197875
70.66489;0.197875
70.40977;0.197875
